transaction_id,customer_id,subscription_id,transaction_date,transaction_type,amount,plan_id,description,year,month,year_month,quarter,annualized_amount
txn_cust_000522_27,cust_000522,sub_cust_000522_1,2024-07-25,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,7,2024-07,3,990.0
txn_cust_000522_28,cust_000522,sub_cust_000522_1,2024-08-25,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,8,2024-08,3,990.0
txn_cust_000522_29,cust_000522,sub_cust_000522_1,2024-09-25,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,9,2024-09,3,990.0
txn_cust_000522_30,cust_000522,sub_cust_000522_1,2024-10-25,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,10,2024-10,4,990.0
txn_cust_000522_31,cust_000522,sub_cust_000522_1,2024-11-25,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,11,2024-11,4,990.0
txn_cust_000522_32,cust_000522,sub_cust_000522_1,2024-12-25,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,12,2024-12,4,990.0
txn_cust_000522_33,cust_000522,sub_cust_000522_1,2025-01-25,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,1,2025-01,1,990.0
txn_cust_000522_34,cust_000522,sub_cust_000522_1,2025-02-25,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,2,2025-02,1,990.0
txn_cust_000522_35,cust_000522,sub_cust_000522_1,2025-03-25,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,3,2025-03,1,990.0
txn_cust_000522_36,cust_000522,sub_cust_000522_1,2025-04-25,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,4,2025-04,2,990.0
txn_cust_000522_37,cust_000522,sub_cust_000522_1,2025-05-25,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,5,2025-05,2,990.0
txn_cust_000522_38,cust_000522,sub_cust_000522_1,2025-06-25,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,6,2025-06,2,990.0
txn_cust_000522_39,cust_000522,sub_cust_000522_1,2025-07-25,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,7,2025-07,3,990.0
txn_cust_000523_1,cust_000523,sub_cust_000523_1,2024-12-03,new,299.0,enterprise,New Enterprise Plan subscription,2024,12,2024-12,4,3588.0
txn_cust_000523_2,cust_000523,sub_cust_000523_1,2025-01-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2025,1,2025-01,1,3588.0
txn_cust_000523_3,cust_000523,sub_cust_000523_1,2025-02-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2025,2,2025-02,1,3588.0
txn_cust_000524_1,cust_000524,sub_cust_000524_1,2023-11-27,new,24.166666666666668,basic_annual,New Basic Annual subscription,2023,11,2023-11,4,290.0
txn_cust_000524_2,cust_000524,sub_cust_000524_1,2023-12-27,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,12,2023-12,4,290.0
txn_cust_000524_3,cust_000524,sub_cust_000524_1,2024-01-27,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,1,2024-01,1,290.0
txn_cust_000524_4,cust_000524,sub_cust_000524_1,2024-02-27,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,2,2024-02,1,290.0
txn_cust_000524_5,cust_000524,sub_cust_000524_1,2024-03-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,3,2024-03,1,290.0
txn_cust_000524_6,cust_000524,sub_cust_000524_1,2024-04-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,4,2024-04,2,290.0
txn_cust_000524_7,cust_000524,sub_cust_000524_1,2024-05-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,5,2024-05,2,290.0
txn_cust_000524_8,cust_000524,sub_cust_000524_1,2024-06-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,6,2024-06,2,290.0
txn_cust_000524_9,cust_000524,sub_cust_000524_1,2024-07-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,7,2024-07,3,290.0
txn_cust_000524_10,cust_000524,sub_cust_000524_1,2024-08-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,8,2024-08,3,290.0
txn_cust_000524_11,cust_000524,sub_cust_000524_1,2024-09-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,9,2024-09,3,290.0
txn_cust_000524_12,cust_000524,sub_cust_000524_1,2024-10-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,10,2024-10,4,290.0
txn_cust_000524_13,cust_000524,sub_cust_000524_1,2024-11-27,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,11,2024-11,4,290.0
txn_cust_000524_14,cust_000524,sub_cust_000524_1,2024-12-27,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,12,2024-12,4,290.0
txn_cust_000524_15,cust_000524,sub_cust_000524_1,2025-01-27,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,1,2025-01,1,290.0
txn_cust_000524_16,cust_000524,sub_cust_000524_1,2025-02-27,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,2,2025-02,1,290.0
txn_cust_000524_17,cust_000524,sub_cust_000524_1,2025-03-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,3,2025-03,1,290.0
txn_cust_000524_18,cust_000524,sub_cust_000524_1,2025-04-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,4,2025-04,2,290.0
txn_cust_000524_19,cust_000524,sub_cust_000524_1,2025-05-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,5,2025-05,2,290.0
txn_cust_000524_20,cust_000524,sub_cust_000524_1,2025-06-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,6,2025-06,2,290.0
txn_cust_000524_21,cust_000524,sub_cust_000524_1,2025-07-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,7,2025-07,3,290.0
txn_cust_000525_1,cust_000525,sub_cust_000525_1,2023-09-21,new,24.166666666666668,basic_annual,New Basic Annual subscription,2023,9,2023-09,3,290.0
txn_cust_000525_2,cust_000525,sub_cust_000525_1,2023-10-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,10,2023-10,4,290.0
txn_cust_000525_3,cust_000525,sub_cust_000525_1,2023-11-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,11,2023-11,4,290.0
txn_cust_000525_4,cust_000525,sub_cust_000525_1,2023-12-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,12,2023-12,4,290.0
txn_cust_000525_5,cust_000525,sub_cust_000525_1,2024-01-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,1,2024-01,1,290.0
txn_cust_000525_6,cust_000525,sub_cust_000525_1,2024-02-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,2,2024-02,1,290.0
txn_cust_000525_7,cust_000525,sub_cust_000525_1,2024-03-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,3,2024-03,1,290.0
txn_cust_000525_8,cust_000525,sub_cust_000525_1,2024-04-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,4,2024-04,2,290.0
txn_cust_000525_9,cust_000525,sub_cust_000525_1,2024-05-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,5,2024-05,2,290.0
txn_cust_000525_10,cust_000525,sub_cust_000525_1,2024-06-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,6,2024-06,2,290.0
txn_cust_000525_11,cust_000525,sub_cust_000525_1,2024-07-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,7,2024-07,3,290.0
txn_cust_000525_12,cust_000525,sub_cust_000525_1,2024-08-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,8,2024-08,3,290.0
txn_cust_000525_13,cust_000525,sub_cust_000525_1,2024-09-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,9,2024-09,3,290.0
txn_cust_000525_14,cust_000525,sub_cust_000525_1,2024-10-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,10,2024-10,4,290.0
txn_cust_000525_15,cust_000525,sub_cust_000525_1,2024-11-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,11,2024-11,4,290.0
txn_cust_000525_16,cust_000525,sub_cust_000525_1,2024-12-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,12,2024-12,4,290.0
txn_cust_000525_17,cust_000525,sub_cust_000525_1,2025-01-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,1,2025-01,1,290.0
txn_cust_000525_18,cust_000525,sub_cust_000525_1,2025-02-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,2,2025-02,1,290.0
txn_cust_000525_19,cust_000525,sub_cust_000525_1,2025-03-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,3,2025-03,1,290.0
txn_cust_000525_20,cust_000525,sub_cust_000525_1,2025-04-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,4,2025-04,2,290.0
txn_cust_000525_21,cust_000525,sub_cust_000525_1,2025-05-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,5,2025-05,2,290.0
txn_cust_000525_22,cust_000525,sub_cust_000525_1,2025-06-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,6,2025-06,2,290.0
txn_cust_000525_23,cust_000525,sub_cust_000525_1,2025-07-21,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,7,2025-07,3,290.0
txn_cust_000526_1,cust_000526,sub_cust_000526_1,2023-02-24,new,24.166666666666668,basic_annual,New Basic Annual subscription,2023,2,2023-02,1,290.0
txn_cust_000526_2,cust_000526,sub_cust_000526_1,2023-03-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,3,2023-03,1,290.0
txn_cust_000526_3,cust_000526,sub_cust_000526_1,2023-04-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,4,2023-04,2,290.0
txn_cust_000526_4,cust_000526,sub_cust_000526_1,2023-05-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,5,2023-05,2,290.0
txn_cust_000526_5,cust_000526,sub_cust_000526_1,2023-07-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,7,2023-07,3,290.0
txn_cust_000526_6,cust_000526,sub_cust_000526_1,2023-08-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,8,2023-08,3,290.0
txn_cust_000526_7,cust_000526,sub_cust_000526_1,2023-09-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,9,2023-09,3,290.0
txn_cust_000526_8,cust_000526,sub_cust_000526_1,2023-10-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,10,2023-10,4,290.0
txn_cust_000526_9,cust_000526,sub_cust_000526_1,2023-11-24,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,11,2023-11,4,290.0
txn_cust_000526_10,cust_000526,sub_cust_000526_1,2023-12-24,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,12,2023-12,4,290.0
txn_cust_000526_11,cust_000526,sub_cust_000526_1,2024-01-24,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,1,2024-01,1,290.0
txn_cust_000526_12,cust_000526,sub_cust_000526_1,2024-02-24,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,2,2024-02,1,290.0
txn_cust_000526_13,cust_000526,sub_cust_000526_1,2024-03-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,3,2024-03,1,290.0
txn_cust_000526_14,cust_000526,sub_cust_000526_1,2024-04-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,4,2024-04,2,290.0
txn_cust_000526_15,cust_000526,sub_cust_000526_1,2024-05-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,5,2024-05,2,290.0
txn_cust_000526_16,cust_000526,sub_cust_000526_1,2024-06-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,6,2024-06,2,290.0
txn_cust_000526_17,cust_000526,sub_cust_000526_1,2024-07-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,7,2024-07,3,290.0
txn_cust_000526_18,cust_000526,sub_cust_000526_1,2024-08-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,8,2024-08,3,290.0
txn_cust_000526_19,cust_000526,sub_cust_000526_1,2024-09-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,9,2024-09,3,290.0
txn_cust_000526_20,cust_000526,sub_cust_000526_1,2024-10-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,10,2024-10,4,290.0
txn_cust_000526_21,cust_000526,sub_cust_000526_1,2024-11-24,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,11,2024-11,4,290.0
txn_cust_000526_22,cust_000526,sub_cust_000526_1,2024-12-24,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,12,2024-12,4,290.0
txn_cust_000526_23,cust_000526,sub_cust_000526_1,2025-01-24,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,1,2025-01,1,290.0
txn_cust_000526_24,cust_000526,sub_cust_000526_1,2025-02-24,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,2,2025-02,1,290.0
txn_cust_000526_25,cust_000526,sub_cust_000526_1,2025-03-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,3,2025-03,1,290.0
txn_cust_000526_26,cust_000526,sub_cust_000526_1,2025-04-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,4,2025-04,2,290.0
txn_cust_000526_27,cust_000526,sub_cust_000526_1,2025-05-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,5,2025-05,2,290.0
txn_cust_000526_28,cust_000526,sub_cust_000526_1,2025-06-23,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,6,2025-06,2,290.0
txn_cust_000527_1,cust_000527,sub_cust_000527_1,2025-05-24,new,82.5,pro_annual,New Professional Annual subscription,2025,5,2025-05,2,990.0
txn_cust_000527_2,cust_000527,sub_cust_000527_1,2025-06-24,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,6,2025-06,2,990.0
txn_cust_000527_3,cust_000527,sub_cust_000527_1,2025-07-24,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,7,2025-07,3,990.0
txn_cust_000528_1,cust_000528,sub_cust_000528_1,2025-05-03,new,29.0,basic,New Basic Plan subscription,2025,5,2025-05,2,348.0
txn_cust_000528_2,cust_000528,sub_cust_000528_1,2025-06-03,recurring,29.0,basic,Recurring payment for Basic Plan,2025,6,2025-06,2,348.0
txn_cust_000528_3,cust_000528,sub_cust_000528_1,2025-07-03,recurring,29.0,basic,Recurring payment for Basic Plan,2025,7,2025-07,3,348.0
txn_cust_000529_1,cust_000529,sub_cust_000529_1,2025-01-20,new,24.166666666666668,basic_annual,New Basic Annual subscription,2025,1,2025-01,1,290.0
txn_cust_000529_2,cust_000529,sub_cust_000529_1,2025-02-20,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,2,2025-02,1,290.0
txn_cust_000529_3,cust_000529,sub_cust_000529_1,2025-03-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,3,2025-03,1,290.0
txn_cust_000529_4,cust_000529,sub_cust_000529_1,2025-04-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,4,2025-04,2,290.0
txn_cust_000529_5,cust_000529,sub_cust_000529_1,2025-06-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,6,2025-06,2,290.0
txn_cust_000529_6,cust_000529,sub_cust_000529_1,2025-07-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,7,2025-07,3,290.0
txn_cust_000530_1,cust_000530,sub_cust_000530_1,2025-08-04,new,99.0,pro,New Professional Plan subscription,2025,8,2025-08,3,1188.0
txn_cust_000531_1,cust_000531,sub_cust_000531_1,2024-11-17,new,29.0,basic,New Basic Plan subscription,2024,11,2024-11,4,348.0
txn_cust_000532_1,cust_000532,sub_cust_000532_1,2025-07-30,new,24.166666666666668,basic_annual,New Basic Annual subscription,2025,7,2025-07,3,290.0
txn_cust_000533_1,cust_000533,sub_cust_000533_1,2022-07-05,new,99.0,pro,New Professional Plan subscription,2022,7,2022-07,3,1188.0
txn_cust_000533_2,cust_000533,sub_cust_000533_1,2022-08-05,recurring,99.0,pro,Recurring payment for Professional Plan,2022,8,2022-08,3,1188.0
txn_cust_000533_3,cust_000533,sub_cust_000533_1,2022-10-05,recurring,99.0,pro,Recurring payment for Professional Plan,2022,10,2022-10,4,1188.0
txn_cust_000533_4,cust_000533,sub_cust_000533_1,2022-11-05,recurring,99.0,pro,Recurring payment for Professional Plan,2022,11,2022-11,4,1188.0
txn_cust_000533_5,cust_000533,sub_cust_000533_1,2022-12-05,recurring,99.0,pro,Recurring payment for Professional Plan,2022,12,2022-12,4,1188.0
txn_cust_000533_6,cust_000533,sub_cust_000533_1,2023-01-05,recurring,99.0,pro,Recurring payment for Professional Plan,2023,1,2023-01,1,1188.0
txn_cust_000533_7,cust_000533,sub_cust_000533_1,2023-02-05,recurring,99.0,pro,Recurring payment for Professional Plan,2023,2,2023-02,1,1188.0
txn_cust_000533_8,cust_000533,sub_cust_000533_1,2023-03-05,recurring,99.0,pro,Recurring payment for Professional Plan,2023,3,2023-03,1,1188.0
txn_cust_000533_9,cust_000533,sub_cust_000533_1,2023-04-05,recurring,99.0,pro,Recurring payment for Professional Plan,2023,4,2023-04,2,1188.0
txn_cust_000533_10,cust_000533,sub_cust_000533_1,2023-05-05,recurring,99.0,pro,Recurring payment for Professional Plan,2023,5,2023-05,2,1188.0
txn_cust_000533_11,cust_000533,sub_cust_000533_1,2023-06-05,recurring,99.0,pro,Recurring payment for Professional Plan,2023,6,2023-06,2,1188.0
txn_cust_000533_12,cust_000533,sub_cust_000533_1,2023-07-05,recurring,99.0,pro,Recurring payment for Professional Plan,2023,7,2023-07,3,1188.0
txn_cust_000533_13,cust_000533,sub_cust_000533_1,2023-08-05,recurring,99.0,pro,Recurring payment for Professional Plan,2023,8,2023-08,3,1188.0
txn_cust_000533_14,cust_000533,sub_cust_000533_1,2023-09-05,recurring,99.0,pro,Recurring payment for Professional Plan,2023,9,2023-09,3,1188.0
txn_cust_000533_15,cust_000533,sub_cust_000533_1,2023-10-05,recurring,99.0,pro,Recurring payment for Professional Plan,2023,10,2023-10,4,1188.0
txn_cust_000533_16,cust_000533,sub_cust_000533_1,2023-11-05,recurring,99.0,pro,Recurring payment for Professional Plan,2023,11,2023-11,4,1188.0
txn_cust_000533_17,cust_000533,sub_cust_000533_1,2023-12-05,recurring,99.0,pro,Recurring payment for Professional Plan,2023,12,2023-12,4,1188.0
txn_cust_000533_18,cust_000533,sub_cust_000533_1,2024-01-05,recurring,99.0,pro,Recurring payment for Professional Plan,2024,1,2024-01,1,1188.0
txn_cust_000533_19,cust_000533,sub_cust_000533_1,2024-02-05,recurring,99.0,pro,Recurring payment for Professional Plan,2024,2,2024-02,1,1188.0
txn_cust_000533_20,cust_000533,sub_cust_000533_1,2024-03-05,recurring,99.0,pro,Recurring payment for Professional Plan,2024,3,2024-03,1,1188.0
txn_cust_000533_21,cust_000533,sub_cust_000533_1,2024-04-05,recurring,99.0,pro,Recurring payment for Professional Plan,2024,4,2024-04,2,1188.0
txn_cust_000533_22,cust_000533,sub_cust_000533_1,2024-05-05,recurring,99.0,pro,Recurring payment for Professional Plan,2024,5,2024-05,2,1188.0
txn_cust_000533_23,cust_000533,sub_cust_000533_1,2024-06-05,recurring,99.0,pro,Recurring payment for Professional Plan,2024,6,2024-06,2,1188.0
txn_cust_000533_24,cust_000533,sub_cust_000533_1,2024-07-05,recurring,99.0,pro,Recurring payment for Professional Plan,2024,7,2024-07,3,1188.0
txn_cust_000533_25,cust_000533,sub_cust_000533_1,2024-08-05,recurring,99.0,pro,Recurring payment for Professional Plan,2024,8,2024-08,3,1188.0
txn_cust_000533_26,cust_000533,sub_cust_000533_1,2024-09-05,recurring,99.0,pro,Recurring payment for Professional Plan,2024,9,2024-09,3,1188.0
txn_cust_000533_27,cust_000533,sub_cust_000533_1,2024-10-05,recurring,99.0,pro,Recurring payment for Professional Plan,2024,10,2024-10,4,1188.0
txn_cust_000533_28,cust_000533,sub_cust_000533_1,2024-11-05,recurring,99.0,pro,Recurring payment for Professional Plan,2024,11,2024-11,4,1188.0
txn_cust_000533_29,cust_000533,sub_cust_000533_1,2024-12-05,recurring,99.0,pro,Recurring payment for Professional Plan,2024,12,2024-12,4,1188.0
txn_cust_000533_30,cust_000533,sub_cust_000533_1,2025-01-05,recurring,99.0,pro,Recurring payment for Professional Plan,2025,1,2025-01,1,1188.0
txn_cust_000533_31,cust_000533,sub_cust_000533_1,2025-02-05,recurring,99.0,pro,Recurring payment for Professional Plan,2025,2,2025-02,1,1188.0
txn_cust_000533_32,cust_000533,sub_cust_000533_1,2025-03-05,recurring,99.0,pro,Recurring payment for Professional Plan,2025,3,2025-03,1,1188.0
txn_cust_000533_33,cust_000533,sub_cust_000533_1,2025-04-05,recurring,99.0,pro,Recurring payment for Professional Plan,2025,4,2025-04,2,1188.0
txn_cust_000533_34,cust_000533,sub_cust_000533_1,2025-05-05,recurring,99.0,pro,Recurring payment for Professional Plan,2025,5,2025-05,2,1188.0
txn_cust_000533_35,cust_000533,sub_cust_000533_1,2025-06-05,recurring,99.0,pro,Recurring payment for Professional Plan,2025,6,2025-06,2,1188.0
txn_cust_000533_36,cust_000533,sub_cust_000533_1,2025-07-05,recurring,99.0,pro,Recurring payment for Professional Plan,2025,7,2025-07,3,1188.0
txn_cust_000533_37,cust_000533,sub_cust_000533_1,2025-08-05,recurring,99.0,pro,Recurring payment for Professional Plan,2025,8,2025-08,3,1188.0
txn_cust_000534_1,cust_000534,sub_cust_000534_1,2023-06-19,new,24.166666666666668,basic_annual,New Basic Annual subscription,2023,6,2023-06,2,290.0
txn_cust_000534_2,cust_000534,sub_cust_000534_1,2023-07-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,7,2023-07,3,290.0
txn_cust_000534_3,cust_000534,sub_cust_000534_1,2023-08-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,8,2023-08,3,290.0
txn_cust_000534_4,cust_000534,sub_cust_000534_1,2023-09-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,9,2023-09,3,290.0
txn_cust_000534_5,cust_000534,sub_cust_000534_1,2023-10-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,10,2023-10,4,290.0
txn_cust_000534_6,cust_000534,sub_cust_000534_1,2023-11-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,11,2023-11,4,290.0
txn_cust_000534_7,cust_000534,sub_cust_000534_1,2023-12-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2023,12,2023-12,4,290.0
txn_cust_000534_8,cust_000534,sub_cust_000534_1,2024-01-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,1,2024-01,1,290.0
txn_cust_000534_9,cust_000534,sub_cust_000534_1,2024-02-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,2,2024-02,1,290.0
txn_cust_000534_10,cust_000534,sub_cust_000534_1,2024-03-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,3,2024-03,1,290.0
txn_cust_000534_11,cust_000534,sub_cust_000534_1,2024-04-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,4,2024-04,2,290.0
txn_cust_000534_12,cust_000534,sub_cust_000534_1,2024-05-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,5,2024-05,2,290.0
txn_cust_000534_13,cust_000534,sub_cust_000534_1,2024-06-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,6,2024-06,2,290.0
txn_cust_000534_14,cust_000534,sub_cust_000534_1,2024-07-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,7,2024-07,3,290.0
txn_cust_000534_15,cust_000534,sub_cust_000534_1,2024-10-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,10,2024-10,4,290.0
txn_cust_000534_16,cust_000534,sub_cust_000534_1,2024-11-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,11,2024-11,4,290.0
txn_cust_000534_17,cust_000534,sub_cust_000534_1,2024-12-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,12,2024-12,4,290.0
txn_cust_000534_18,cust_000534,sub_cust_000534_1,2025-01-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,1,2025-01,1,290.0
txn_cust_000534_19,cust_000534,sub_cust_000534_1,2025-02-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,2,2025-02,1,290.0
txn_cust_000534_20,cust_000534,sub_cust_000534_1,2025-03-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,3,2025-03,1,290.0
txn_cust_000534_21,cust_000534,sub_cust_000534_1,2025-04-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,4,2025-04,2,290.0
txn_cust_000534_22,cust_000534,sub_cust_000534_1,2025-05-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,5,2025-05,2,290.0
txn_cust_000534_23,cust_000534,sub_cust_000534_1,2025-06-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,6,2025-06,2,290.0
txn_cust_000534_24,cust_000534,sub_cust_000534_1,2025-07-19,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,7,2025-07,3,290.0
txn_cust_000535_1,cust_000535,sub_cust_000535_1,2023-01-19,new,29.0,basic,New Basic Plan subscription,2023,1,2023-01,1,348.0
txn_cust_000535_2,cust_000535,sub_cust_000535_1,2023-02-19,recurring,29.0,basic,Recurring payment for Basic Plan,2023,2,2023-02,1,348.0
txn_cust_000535_3,cust_000535,sub_cust_000535_1,2023-03-18,recurring,29.0,basic,Recurring payment for Basic Plan,2023,3,2023-03,1,348.0
txn_cust_000535_4,cust_000535,sub_cust_000535_1,2023-04-18,recurring,29.0,basic,Recurring payment for Basic Plan,2023,4,2023-04,2,348.0
txn_cust_000535_5,cust_000535,sub_cust_000535_1,2023-05-18,recurring,29.0,basic,Recurring payment for Basic Plan,2023,5,2023-05,2,348.0
txn_cust_000535_6,cust_000535,sub_cust_000535_1,2023-06-18,recurring,29.0,basic,Recurring payment for Basic Plan,2023,6,2023-06,2,348.0
txn_cust_000535_7,cust_000535,sub_cust_000535_1,2023-07-18,recurring,29.0,basic,Recurring payment for Basic Plan,2023,7,2023-07,3,348.0
txn_cust_000535_8,cust_000535,sub_cust_000535_1,2023-08-18,recurring,29.0,basic,Recurring payment for Basic Plan,2023,8,2023-08,3,348.0
txn_cust_000535_9,cust_000535,sub_cust_000535_1,2023-09-18,recurring,29.0,basic,Recurring payment for Basic Plan,2023,9,2023-09,3,348.0
