subscription_id,customer_id,plan_id,plan_name,mrr_amount,arr_amount,start_date,end_date,status,billing_frequency
"sub_cust_000538_1","cust_000538","pro","Professional Plan","99","1188","2022-11-10","","active","monthly"
"sub_cust_000539_1","cust_000539","pro_annual","Professional Annual","82.5","990","2023-07-21","","active","annual"
"sub_cust_000540_1","cust_000540","pro","Professional Plan","99","1188","2023-05-19","","active","monthly"
"sub_cust_000541_1","cust_000541","basic_annual","Basic Annual","24.166666666666668","290","2022-04-23","","active","annual"
"sub_cust_000542_1","cust_000542","basic","Basic Plan","29","348","2022-01-12","","active","monthly"
"sub_cust_000543_1","cust_000543","pro","Professional Plan","99","1188","2025-05-17","","active","monthly"
"sub_cust_000544_1","cust_000544","basic","Basic Plan","29","348","2024-11-08","","active","monthly"
"sub_cust_000545_1","cust_000545","enterprise","Enterprise Plan","299","3588","2022-10-22","2024-02-14","churned","monthly"
"sub_cust_000546_1","cust_000546","pro_annual","Professional Annual","82.5","990","2025-03-23","","active","annual"
"sub_cust_000547_1","cust_000547","basic","Basic Plan","29","348","2022-04-26","","active","monthly"
"sub_cust_000548_1","cust_000548","basic_annual","Basic Annual","24.166666666666668","290","2022-10-21","","active","annual"
"sub_cust_000549_1","cust_000549","pro","Professional Plan","99","1188","2023-08-06","2024-03-03","churned","monthly"
"sub_cust_000550_1","cust_000550","pro","Professional Plan","99","1188","2024-03-11","","active","monthly"
"sub_cust_000551_1","cust_000551","pro","Professional Plan","99","1188","2024-03-01","","active","monthly"
"sub_cust_000552_1","cust_000552","basic_annual","Basic Annual","24.166666666666668","290","2023-07-02","2025-05-20","churned","annual"
"sub_cust_000553_1","cust_000553","pro","Professional Plan","99","1188","2022-12-27","","active","monthly"
"sub_cust_000554_1","cust_000554","pro","Professional Plan","99","1188","2024-11-24","","active","monthly"
"sub_cust_000555_1","cust_000555","pro","Professional Plan","99","1188","2023-12-06","","active","monthly"
"sub_cust_000556_1","cust_000556","basic_annual","Basic Annual","24.166666666666668","290","2024-10-03","","active","annual"
"sub_cust_000557_1","cust_000557","basic","Basic Plan","29","348","2024-02-28","","active","monthly"
"sub_cust_000558_1","cust_000558","pro_annual","Professional Annual","82.5","990","2024-09-22","","active","annual"
"sub_cust_000559_1","cust_000559","enterprise","Enterprise Plan","299","3588","2025-03-09","2025-04-25","churned","monthly"
"sub_cust_000560_1","cust_000560","basic","Basic Plan","29","348","2025-02-08","","active","monthly"
"sub_cust_000561_1","cust_000561","enterprise","Enterprise Plan","299","3588","2024-12-18","","active","monthly"
"sub_cust_000562_1","cust_000562","pro","Professional Plan","99","1188","2024-06-11","2024-06-18","churned","monthly"
"sub_cust_000563_1","cust_000563","pro","Professional Plan","99","1188","2024-03-03","","active","monthly"
"sub_cust_000564_1","cust_000564","basic_annual","Basic Annual","24.166666666666668","290","2025-06-15","","active","annual"
"sub_cust_000565_1","cust_000565","basic_annual","Basic Annual","24.166666666666668","290","2025-06-04","","active","annual"
"sub_cust_000566_1","cust_000566","basic","Basic Plan","29","348","2023-04-25","","active","monthly"
"sub_cust_000567_1","cust_000567","enterprise","Enterprise Plan","299","3588","2023-03-03","","active","monthly"
"sub_cust_000568_1","cust_000568","pro_annual","Professional Annual","82.5","990","2022-12-23","","active","annual"
"sub_cust_000569_1","cust_000569","pro_annual","Professional Annual","82.5","990","2022-03-08","2023-06-06","churned","annual"
"sub_cust_000570_1","cust_000570","enterprise","Enterprise Plan","299","3588","2022-02-13","","active","monthly"
"sub_cust_000571_1","cust_000571","pro","Professional Plan","99","1188","2024-09-13","","active","monthly"
"sub_cust_000572_1","cust_000572","basic","Basic Plan","29","348","2022-02-16","2024-03-11","churned","monthly"
"sub_cust_000573_1","cust_000573","basic","Basic Plan","29","348","2025-07-08","","active","monthly"
"sub_cust_000574_1","cust_000574","basic","Basic Plan","29","348","2023-10-16","","active","monthly"
"sub_cust_000575_1","cust_000575","pro_annual","Professional Annual","82.5","990","2024-03-28","","active","annual"
"sub_cust_000576_1","cust_000576","enterprise","Enterprise Plan","299","3588","2025-02-17","","active","monthly"
"sub_cust_000577_1","cust_000577","pro_annual","Professional Annual","82.5","990","2025-04-10","","active","annual"
"sub_cust_000578_1","cust_000578","basic","Basic Plan","29","348","2023-05-09","","active","monthly"
"sub_cust_000579_1","cust_000579","basic","Basic Plan","29","348","2022-01-11","","active","monthly"
"sub_cust_000580_1","cust_000580","pro_annual","Professional Annual","82.5","990","2022-05-12","","active","annual"
"sub_cust_000581_1","cust_000581","basic","Basic Plan","29","348","2022-10-31","","active","monthly"
"sub_cust_000582_1","cust_000582","enterprise","Enterprise Plan","299","3588","2023-03-09","","active","monthly"
"sub_cust_000583_1","cust_000583","basic_annual","Basic Annual","24.166666666666668","290","2022-04-05","","active","annual"
"sub_cust_000584_1","cust_000584","basic","Basic Plan","29","348","2023-01-25","","active","monthly"
"sub_cust_000585_1","cust_000585","enterprise","Enterprise Plan","299","3588","2023-11-07","","active","monthly"
"sub_cust_000586_1","cust_000586","basic","Basic Plan","29","348","2024-08-21","","active","monthly"
"sub_cust_000587_1","cust_000587","basic","Basic Plan","29","348","2023-10-14","","active","monthly"
"sub_cust_000588_1","cust_000588","basic_annual","Basic Annual","24.166666666666668","290","2024-02-02","","active","annual"
"sub_cust_000589_1","cust_000589","enterprise","Enterprise Plan","299","3588","2024-09-22","","active","monthly"
"sub_cust_000590_1","cust_000590","pro","Professional Plan","99","1188","2023-11-28","","active","monthly"
"sub_cust_000591_1","cust_000591","pro","Professional Plan","99","1188","2024-05-29","","active","monthly"
"sub_cust_000592_1","cust_000592","basic","Basic Plan","29","348","2024-06-27","","active","monthly"
"sub_cust_000593_1","cust_000593","basic","Basic Plan","29","348","2024-12-28","","active","monthly"
"sub_cust_000594_1","cust_000594","basic_annual","Basic Annual","24.166666666666668","290","2025-01-18","","active","annual"
"sub_cust_000595_1","cust_000595","pro_annual","Professional Annual","82.5","990","2024-03-02","2025-04-09","churned","annual"
"sub_cust_000596_1","cust_000596","enterprise","Enterprise Plan","299","3588","2024-09-30","","active","monthly"
"sub_cust_000597_1","cust_000597","pro","Professional Plan","99","1188","2023-06-14","","active","monthly"
"sub_cust_000598_1","cust_000598","basic","Basic Plan","29","348","2025-06-24","","active","monthly"
"sub_cust_000599_1","cust_000599","pro","Professional Plan","99","1188","2022-09-15","2024-12-16","churned","monthly"
"sub_cust_000600_1","cust_000600","pro","Professional Plan","99","1188","2024-11-23","2024-12-30","churned","monthly"
"sub_cust_000601_1","cust_000601","pro","Professional Plan","99","1188","2024-04-22","","active","monthly"
"sub_cust_000602_1","cust_000602","pro_annual","Professional Annual","82.5","990","2023-11-23","","active","annual"
"sub_cust_000603_1","cust_000603","pro","Professional Plan","99","1188","2024-10-19","","active","monthly"
"sub_cust_000604_1","cust_000604","basic","Basic Plan","29","348","2023-10-06","2024-01-19","churned","monthly"
"sub_cust_000605_1","cust_000605","basic","Basic Plan","29","348","2025-01-12","2025-07-29","churned","monthly"
"sub_cust_000606_1","cust_000606","basic","Basic Plan","29","348","2024-02-23","","active","monthly"
"sub_cust_000607_1","cust_000607","enterprise","Enterprise Plan","299","3588","2024-08-26","","active","monthly"
"sub_cust_000608_1","cust_000608","enterprise","Enterprise Plan","299","3588","2023-07-30","","active","monthly"
"sub_cust_000609_1","cust_000609","pro","Professional Plan","99","1188","2023-09-06","","active","monthly"
"sub_cust_000610_1","cust_000610","basic_annual","Basic Annual","24.166666666666668","290","2024-07-12","","active","annual"
"sub_cust_000611_1","cust_000611","enterprise","Enterprise Plan","299","3588","2024-03-12","","active","monthly"
"sub_cust_000612_1","cust_000612","pro_annual","Professional Annual","82.5","990","2025-05-12","","active","annual"
"sub_cust_000613_1","cust_000613","enterprise","Enterprise Plan","299","3588","2025-06-10","","active","monthly"
"sub_cust_000614_1","cust_000614","pro","Professional Plan","99","1188","2024-09-27","","active","monthly"
"sub_cust_000615_1","cust_000615","basic","Basic Plan","29","348","2023-04-27","","active","monthly"
"sub_cust_000616_1","cust_000616","enterprise","Enterprise Plan","299","3588","2025-05-23","","active","monthly"
"sub_cust_000617_1","cust_000617","pro","Professional Plan","99","1188","2024-02-03","2025-06-12","churned","monthly"
"sub_cust_000618_1","cust_000618","enterprise","Enterprise Plan","299","3588","2022-03-25","","active","monthly"
"sub_cust_000619_1","cust_000619","basic_annual","Basic Annual","24.166666666666668","290","2024-10-24","","active","annual"
"sub_cust_000620_1","cust_000620","basic","Basic Plan","29","348","2025-01-23","","active","monthly"
"sub_cust_000621_1","cust_000621","enterprise","Enterprise Plan","299","3588","2025-05-27","","active","monthly"
"sub_cust_000622_1","cust_000622","pro","Professional Plan","99","1188","2022-06-29","2025-06-22","churned","monthly"
"sub_cust_000623_1","cust_000623","pro_annual","Professional Annual","82.5","990","2025-05-12","","active","annual"
"sub_cust_000624_1","cust_000624","enterprise","Enterprise Plan","299","3588","2023-10-12","","active","monthly"
"sub_cust_000625_1","cust_000625","pro_annual","Professional Annual","82.5","990","2022-06-26","","active","annual"
"sub_cust_000626_1","cust_000626","enterprise","Enterprise Plan","299","3588","2024-03-22","2024-04-15","churned","monthly"
"sub_cust_000627_1","cust_000627","pro_annual","Professional Annual","82.5","990","2022-10-20","","active","annual"
"sub_cust_000628_1","cust_000628","enterprise","Enterprise Plan","299","3588","2024-12-22","2024-12-25","churned","monthly"
"sub_cust_000629_1","cust_000629","pro_annual","Professional Annual","82.5","990","2024-11-23","","active","annual"
"sub_cust_000630_1","cust_000630","pro","Professional Plan","99","1188","2022-02-14","","active","monthly"
"sub_cust_000631_1","cust_000631","pro_annual","Professional Annual","82.5","990","2024-04-16","","active","annual"
"sub_cust_000632_1","cust_000632","pro","Professional Plan","99","1188","2023-09-25","","active","monthly"
"sub_cust_000633_1","cust_000633","basic","Basic Plan","29","348","2023-07-13","","active","monthly"
"sub_cust_000634_1","cust_000634","pro_annual","Professional Annual","82.5","990","2023-12-29","2025-04-11","churned","annual"
"sub_cust_000635_1","cust_000635","basic_annual","Basic Annual","24.166666666666668","290","2024-02-25","","active","annual"
"sub_cust_000636_1","cust_000636","pro","Professional Plan","99","1188","2024-01-15","","active","monthly"
"sub_cust_000637_1","cust_000637","basic","Basic Plan","29","348","2024-04-18","","active","monthly"
"sub_cust_000638_1","cust_000638","basic","Basic Plan","29","348","2024-07-26","","active","monthly"
"sub_cust_000639_1","cust_000639","pro_annual","Professional Annual","82.5","990","2023-09-30","","active","annual"
"sub_cust_000640_1","cust_000640","basic","Basic Plan","29","348","2024-07-26","","active","monthly"
"sub_cust_000641_1","cust_000641","pro","Professional Plan","99","1188","2023-01-16","","active","monthly"
"sub_cust_000642_1","cust_000642","pro_annual","Professional Annual","82.5","990","2024-01-28","","active","annual"
"sub_cust_000643_1","cust_000643","pro","Professional Plan","99","1188","2024-10-10","2025-01-04","churned","monthly"
"sub_cust_000644_1","cust_000644","basic_annual","Basic Annual","24.166666666666668","290","2022-08-08","2023-09-03","churned","annual"
"sub_cust_000645_1","cust_000645","basic","Basic Plan","29","348","2025-03-01","","active","monthly"
"sub_cust_000646_1","cust_000646","pro_annual","Professional Annual","82.5","990","2022-02-03","","active","annual"
"sub_cust_000647_1","cust_000647","enterprise","Enterprise Plan","299","3588","2022-05-15","","active","monthly"
"sub_cust_000648_1","cust_000648","pro_annual","Professional Annual","82.5","990","2023-08-15","","active","annual"
"sub_cust_000649_1","cust_000649","pro","Professional Plan","99","1188","2023-08-10","","active","monthly"
"sub_cust_000650_1","cust_000650","enterprise","Enterprise Plan","299","3588","2024-08-15","","active","monthly"
"sub_cust_000651_1","cust_000651","pro_annual","Professional Annual","82.5","990","2025-01-15","","active","annual"
"sub_cust_000652_1","cust_000652","enterprise","Enterprise Plan","299","3588","2025-03-31","","active","monthly"
"sub_cust_000653_1","cust_000653","pro","Professional Plan","99","1188","2025-06-18","","active","monthly"
"sub_cust_000654_1","cust_000654","basic","Basic Plan","29","348","2025-01-29","","active","monthly"
"sub_cust_000655_1","cust_000655","pro_annual","Professional Annual","82.5","990","2022-04-19","","active","annual"
"sub_cust_000656_1","cust_000656","basic_annual","Basic Annual","24.166666666666668","290","2025-03-29","","active","annual"
"sub_cust_000657_1","cust_000657","pro_annual","Professional Annual","82.5","990","2024-09-06","","active","annual"
"sub_cust_000658_1","cust_000658","pro","Professional Plan","99","1188","2023-09-20","","active","monthly"
"sub_cust_000659_1","cust_000659","pro_annual","Professional Annual","82.5","990","2025-01-19","","active","annual"
"sub_cust_000660_1","cust_000660","basic","Basic Plan","29","348","2023-04-21","","active","monthly"
"sub_cust_000661_1","cust_000661","basic_annual","Basic Annual","24.166666666666668","290","2025-01-01","","active","annual"
"sub_cust_000662_1","cust_000662","pro_annual","Professional Annual","82.5","990","2023-05-13","","active","annual"
"sub_cust_000663_1","cust_000663","pro","Professional Plan","99","1188","2023-11-12","2024-05-21","churned","monthly"
"sub_cust_000664_1","cust_000664","pro_annual","Professional Annual","82.5","990","2022-01-25","","active","annual"
"sub_cust_000665_1","cust_000665","pro","Professional Plan","99","1188","2024-10-03","2025-07-14","churned","monthly"
"sub_cust_000666_1","cust_000666","pro_annual","Professional Annual","82.5","990","2022-07-07","","active","annual"
"sub_cust_000667_1","cust_000667","pro","Professional Plan","99","1188","2022-07-08","","active","monthly"
"sub_cust_000668_1","cust_000668","basic","Basic Plan","29","348","2023-03-16","","active","monthly"
"sub_cust_000669_1","cust_000669","basic_annual","Basic Annual","24.166666666666668","290","2023-09-27","","active","annual"
"sub_cust_000670_1","cust_000670","basic","Basic Plan","29","348","2024-11-05","","active","monthly"
"sub_cust_000671_1","cust_000671","pro","Professional Plan","99","1188","2023-07-10","","active","monthly"
"sub_cust_000672_1","cust_000672","pro_annual","Professional Annual","82.5","990","2022-08-13","","active","annual"
"sub_cust_000673_1","cust_000673","basic","Basic Plan","29","348","2024-02-10","","active","monthly"
"sub_cust_000674_1","cust_000674","basic","Basic Plan","29","348","2023-07-26","","active","monthly"
"sub_cust_000675_1","cust_000675","enterprise","Enterprise Plan","299","3588","2023-06-14","","active","monthly"
"sub_cust_000676_1","cust_000676","pro_annual","Professional Annual","82.5","990","2022-06-14","","active","annual"
"sub_cust_000677_1","cust_000677","pro","Professional Plan","99","1188","2023-11-17","","active","monthly"
"sub_cust_000678_1","cust_000678","pro","Professional Plan","99","1188","2024-02-10","","active","monthly"
"sub_cust_000679_1","cust_000679","basic_annual","Basic Annual","24.166666666666668","290","2023-05-20","2024-12-25","churned","annual"
"sub_cust_000680_1","cust_000680","enterprise","Enterprise Plan","299","3588","2025-06-27","","active","monthly"
"sub_cust_000681_1","cust_000681","pro","Professional Plan","99","1188","2023-01-14","","active","monthly"
"sub_cust_000682_1","cust_000682","basic_annual","Basic Annual","24.166666666666668","290","2022-06-12","","active","annual"
"sub_cust_000683_1","cust_000683","enterprise","Enterprise Plan","299","3588","2024-05-16","","active","monthly"
"sub_cust_000684_1","cust_000684","enterprise","Enterprise Plan","299","3588","2022-03-21","","active","monthly"
"sub_cust_000685_1","cust_000685","enterprise","Enterprise Plan","299","3588","2025-04-06","","active","monthly"
"sub_cust_000686_1","cust_000686","enterprise","Enterprise Plan","299","3588","2024-05-10","","active","monthly"
"sub_cust_000687_1","cust_000687","pro_annual","Professional Annual","82.5","990","2024-03-27","","active","annual"
"sub_cust_000688_1","cust_000688","pro","Professional Plan","99","1188","2022-06-29","","active","monthly"
"sub_cust_000689_1","cust_000689","enterprise","Enterprise Plan","299","3588","2023-11-06","2025-05-21","churned","monthly"
"sub_cust_000690_1","cust_000690","enterprise","Enterprise Plan","299","3588","2024-03-03","","active","monthly"
"sub_cust_000691_1","cust_000691","pro","Professional Plan","99","1188","2024-05-13","","active","monthly"
"sub_cust_000692_1","cust_000692","pro_annual","Professional Annual","82.5","990","2023-10-13","","active","annual"
"sub_cust_000693_1","cust_000693","pro","Professional Plan","99","1188","2022-06-19","","active","monthly"
"sub_cust_000694_1","cust_000694","basic","Basic Plan","29","348","2023-11-11","","active","monthly"
"sub_cust_000695_1","cust_000695","enterprise","Enterprise Plan","299","3588","2023-02-23","","active","monthly"
"sub_cust_000696_1","cust_000696","pro","Professional Plan","99","1188","2023-05-30","","active","monthly"
"sub_cust_000697_1","cust_000697","pro","Professional Plan","99","1188","2023-03-27","","active","monthly"
"sub_cust_000698_1","cust_000698","basic","Basic Plan","29","348","2024-09-16","","active","monthly"
"sub_cust_000699_1","cust_000699","pro","Professional Plan","99","1188","2022-06-01","","active","monthly"
"sub_cust_000700_1","cust_000700","pro","Professional Plan","99","1188","2022-09-28","2024-06-22","churned","monthly"
"sub_cust_000701_1","cust_000701","pro","Professional Plan","99","1188","2024-10-24","2025-01-15","churned","monthly"
"sub_cust_000702_1","cust_000702","basic","Basic Plan","29","348","2025-07-25","","active","monthly"
"sub_cust_000703_1","cust_000703","pro","Professional Plan","99","1188","2023-09-27","","active","monthly"
"sub_cust_000704_1","cust_000704","pro_annual","Professional Annual","82.5","990","2024-04-18","","active","annual"
"sub_cust_000705_1","cust_000705","pro_annual","Professional Annual","82.5","990","2022-03-01","","active","annual"
"sub_cust_000706_1","cust_000706","pro","Professional Plan","99","1188","2022-03-04","","active","monthly"
"sub_cust_000707_1","cust_000707","pro_annual","Professional Annual","82.5","990","2025-04-21","","active","annual"
"sub_cust_000708_1","cust_000708","basic","Basic Plan","29","348","2024-05-30","","active","monthly"
"sub_cust_000709_1","cust_000709","pro_annual","Professional Annual","82.5","990","2023-12-27","","active","annual"
"sub_cust_000710_1","cust_000710","enterprise","Enterprise Plan","299","3588","2025-08-14","","active","monthly"
"sub_cust_000711_1","cust_000711","basic_annual","Basic Annual","24.166666666666668","290","2022-11-18","","active","annual"
"sub_cust_000712_1","cust_000712","enterprise","Enterprise Plan","299","3588","2023-01-01","","active","monthly"
"sub_cust_000713_1","cust_000713","pro_annual","Professional Annual","82.5","990","2024-06-13","2024-07-03","churned","annual"
"sub_cust_000714_1","cust_000714","basic","Basic Plan","29","348","2025-03-01","2025-04-14","churned","monthly"
"sub_cust_000715_1","cust_000715","basic_annual","Basic Annual","24.166666666666668","290","2023-08-18","","active","annual"
"sub_cust_000716_1","cust_000716","enterprise","Enterprise Plan","299","3588","2024-11-26","","active","monthly"
"sub_cust_000717_1","cust_000717","pro_annual","Professional Annual","82.5","990","2024-05-17","","active","annual"
"sub_cust_000718_1","cust_000718","basic","Basic Plan","29","348","2022-03-05","2024-07-29","churned","monthly"
"sub_cust_000719_1","cust_000719","pro_annual","Professional Annual","82.5","990","2023-12-13","","active","annual"
"sub_cust_000720_1","cust_000720","enterprise","Enterprise Plan","299","3588","2022-05-20","","active","monthly"
"sub_cust_000721_1","cust_000721","pro","Professional Plan","99","1188","2025-03-15","","active","monthly"
"sub_cust_000722_1","cust_000722","pro","Professional Plan","99","1188","2025-07-11","","active","monthly"
"sub_cust_000723_1","cust_000723","pro_annual","Professional Annual","82.5","990","2024-02-22","","active","annual"
"sub_cust_000724_1","cust_000724","enterprise","Enterprise Plan","299","3588","2024-01-01","","active","monthly"
"sub_cust_000725_1","cust_000725","basic_annual","Basic Annual","24.166666666666668","290","2025-04-25","","active","annual"
"sub_cust_000726_1","cust_000726","pro","Professional Plan","99","1188","2022-03-31","","active","monthly"
"sub_cust_000727_1","cust_000727","basic","Basic Plan","29","348","2023-06-26","","active","monthly"
"sub_cust_000728_1","cust_000728","pro_annual","Professional Annual","82.5","990","2025-07-19","","active","annual"
"sub_cust_000729_1","cust_000729","enterprise","Enterprise Plan","299","3588","2023-09-22","","active","monthly"
"sub_cust_000730_1","cust_000730","basic_annual","Basic Annual","24.166666666666668","290","2024-01-24","","active","annual"
"sub_cust_000731_1","cust_000731","pro","Professional Plan","99","1188","2024-12-30","","active","monthly"
"sub_cust_000732_1","cust_000732","basic_annual","Basic Annual","24.166666666666668","290","2025-03-23","","active","annual"
"sub_cust_000733_1","cust_000733","enterprise","Enterprise Plan","299","3588","2025-03-31","","active","monthly"
"sub_cust_000734_1","cust_000734","enterprise","Enterprise Plan","299","3588","2022-10-06","2025-07-07","churned","monthly"
"sub_cust_000735_1","cust_000735","basic_annual","Basic Annual","24.166666666666668","290","2023-08-28","","active","annual"
"sub_cust_000736_1","cust_000736","pro_annual","Professional Annual","82.5","990","2025-03-25","","active","annual"
"sub_cust_000737_1","cust_000737","basic","Basic Plan","29","348","2024-04-07","","active","monthly"
"sub_cust_000738_1","cust_000738","basic","Basic Plan","29","348","2025-02-19","","active","monthly"
"sub_cust_000739_1","cust_000739","basic","Basic Plan","29","348","2022-08-17","","active","monthly"
"sub_cust_000740_1","cust_000740","pro","Professional Plan","99","1188","2022-10-15","","active","monthly"
"sub_cust_000741_1","cust_000741","basic","Basic Plan","29","348","2024-02-14","","active","monthly"
"sub_cust_000742_1","cust_000742","pro","Professional Plan","99","1188","2023-04-04","2024-10-19","churned","monthly"
"sub_cust_000743_1","cust_000743","basic_annual","Basic Annual","24.166666666666668","290","2022-02-01","","active","annual"
"sub_cust_000744_1","cust_000744","pro_annual","Professional Annual","82.5","990","2023-01-11","","active","annual"
"sub_cust_000745_1","cust_000745","basic_annual","Basic Annual","24.166666666666668","290","2022-10-01","","active","annual"
"sub_cust_000746_1","cust_000746","basic","Basic Plan","29","348","2022-04-20","","active","monthly"
"sub_cust_000747_1","cust_000747","pro_annual","Professional Annual","82.5","990","2023-11-04","","active","annual"
"sub_cust_000748_1","cust_000748","basic_annual","Basic Annual","24.166666666666668","290","2024-03-15","2025-06-15","churned","annual"
"sub_cust_000749_1","cust_000749","basic_annual","Basic Annual","24.166666666666668","290","2025-06-30","","active","annual"
"sub_cust_000750_1","cust_000750","pro_annual","Professional Annual","82.5","990","2024-08-16","","active","annual"
"sub_cust_000751_1","cust_000751","enterprise","Enterprise Plan","299","3588","2022-10-13","","active","monthly"
"sub_cust_000752_1","cust_000752","enterprise","Enterprise Plan","299","3588","2023-11-20","","active","monthly"
"sub_cust_000753_1","cust_000753","pro_annual","Professional Annual","82.5","990","2024-04-07","","active","annual"
"sub_cust_000754_1","cust_000754","pro","Professional Plan","99","1188","2025-01-21","2025-05-15","churned","monthly"
"sub_cust_000755_1","cust_000755","basic_annual","Basic Annual","24.166666666666668","290","2025-06-05","","active","annual"
"sub_cust_000756_1","cust_000756","basic_annual","Basic Annual","24.166666666666668","290","2023-10-17","","active","annual"
"sub_cust_000757_1","cust_000757","basic","Basic Plan","29","348","2024-12-10","","active","monthly"
"sub_cust_000758_1","cust_000758","pro","Professional Plan","99","1188","2023-11-14","","active","monthly"
"sub_cust_000759_1","cust_000759","basic","Basic Plan","29","348","2025-05-24","","active","monthly"
"sub_cust_000760_1","cust_000760","pro","Professional Plan","99","1188","2023-07-11","","active","monthly"
"sub_cust_000761_1","cust_000761","enterprise","Enterprise Plan","299","3588","2025-05-28","2025-07-01","churned","monthly"
"sub_cust_000762_1","cust_000762","enterprise","Enterprise Plan","299","3588","2024-06-20","","active","monthly"
"sub_cust_000763_1","cust_000763","pro","Professional Plan","99","1188","2025-04-30","","active","monthly"
"sub_cust_000764_1","cust_000764","pro_annual","Professional Annual","82.5","990","2023-03-05","","active","annual"
"sub_cust_000765_1","cust_000765","enterprise","Enterprise Plan","299","3588","2024-02-08","","active","monthly"
"sub_cust_000766_1","cust_000766","basic","Basic Plan","29","348","2025-08-06","","active","monthly"
"sub_cust_000767_1","cust_000767","pro_annual","Professional Annual","82.5","990","2023-07-05","","active","annual"
"sub_cust_000768_1","cust_000768","basic","Basic Plan","29","348","2023-08-28","2023-10-22","churned","monthly"
"sub_cust_000769_1","cust_000769","pro","Professional Plan","99","1188","2023-10-02","","active","monthly"
"sub_cust_000770_1","cust_000770","pro_annual","Professional Annual","82.5","990","2023-06-29","2025-07-17","churned","annual"
"sub_cust_000771_1","cust_000771","basic","Basic Plan","29","348","2024-10-29","","active","monthly"
"sub_cust_000772_1","cust_000772","pro_annual","Professional Annual","82.5","990","2024-09-29","2025-03-20","churned","annual"
"sub_cust_000773_1","cust_000773","pro","Professional Plan","99","1188","2023-04-12","","active","monthly"
"sub_cust_000774_1","cust_000774","pro_annual","Professional Annual","82.5","990","2023-01-02","","active","annual"
"sub_cust_000775_1","cust_000775","pro","Professional Plan","99","1188","2023-02-15","","active","monthly"
"sub_cust_000776_1","cust_000776","pro_annual","Professional Annual","82.5","990","2023-10-05","","active","annual"
"sub_cust_000777_1","cust_000777","enterprise","Enterprise Plan","299","3588","2025-03-03","","active","monthly"
"sub_cust_000778_1","cust_000778","pro_annual","Professional Annual","82.5","990","2025-06-12","","active","annual"
"sub_cust_000779_1","cust_000779","pro_annual","Professional Annual","82.5","990","2022-07-17","2025-04-28","churned","annual"
"sub_cust_000780_1","cust_000780","pro_annual","Professional Annual","82.5","990","2022-10-11","2022-10-26","churned","annual"
"sub_cust_000781_1","cust_000781","enterprise","Enterprise Plan","299","3588","2024-04-11","2024-10-16","churned","monthly"
"sub_cust_000782_1","cust_000782","pro_annual","Professional Annual","82.5","990","2025-01-31","2025-05-04","churned","annual"
"sub_cust_000783_1","cust_000783","pro","Professional Plan","99","1188","2023-06-21","","active","monthly"
"sub_cust_000784_1","cust_000784","pro","Professional Plan","99","1188","2025-04-29","","active","monthly"
"sub_cust_000785_1","cust_000785","basic","Basic Plan","29","348","2022-06-15","","active","monthly"
"sub_cust_000786_1","cust_000786","basic","Basic Plan","29","348","2025-01-23","","active","monthly"
"sub_cust_000787_1","cust_000787","pro_annual","Professional Annual","82.5","990","2025-08-12","","active","annual"
"sub_cust_000788_1","cust_000788","pro_annual","Professional Annual","82.5","990","2025-07-03","","active","annual"
"sub_cust_000789_1","cust_000789","enterprise","Enterprise Plan","299","3588","2023-03-14","","active","monthly"
"sub_cust_000790_1","cust_000790","pro_annual","Professional Annual","82.5","990","2023-02-18","","active","annual"
"sub_cust_000791_1","cust_000791","basic_annual","Basic Annual","24.166666666666668","290","2022-07-23","","active","annual"
"sub_cust_000792_1","cust_000792","basic","Basic Plan","29","348","2022-05-08","","active","monthly"
"sub_cust_000793_1","cust_000793","enterprise","Enterprise Plan","299","3588","2023-02-10","","active","monthly"
"sub_cust_000794_1","cust_000794","pro_annual","Professional Annual","82.5","990","2022-09-15","","active","annual"
"sub_cust_000795_1","cust_000795","pro","Professional Plan","99","1188","2022-07-24","","active","monthly"
"sub_cust_000796_1","cust_000796","enterprise","Enterprise Plan","299","3588","2025-03-06","","active","monthly"
"sub_cust_000797_1","cust_000797","pro","Professional Plan","99","1188","2022-09-25","","active","monthly"
"sub_cust_000798_1","cust_000798","pro_annual","Professional Annual","82.5","990","2025-01-06","","active","annual"
"sub_cust_000799_1","cust_000799","pro_annual","Professional Annual","82.5","990","2022-09-23","","active","annual"
"sub_cust_000800_1","cust_000800","enterprise","Enterprise Plan","299","3588","2025-07-17","","active","monthly"
"sub_cust_000801_1","cust_000801","pro","Professional Plan","99","1188","2022-05-29","","active","monthly"
"sub_cust_000802_1","cust_000802","pro_annual","Professional Annual","82.5","990","2024-11-22","","active","annual"
"sub_cust_000803_1","cust_000803","pro","Professional Plan","99","1188","2022-01-20","2022-07-12","churned","monthly"
"sub_cust_000804_1","cust_000804","pro","Professional Plan","99","1188","2022-04-22","","active","monthly"
"sub_cust_000805_1","cust_000805","enterprise","Enterprise Plan","299","3588","2023-12-08","","active","monthly"
"sub_cust_000806_1","cust_000806","basic_annual","Basic Annual","24.166666666666668","290","2025-04-18","","active","annual"
"sub_cust_000807_1","cust_000807","basic_annual","Basic Annual","24.166666666666668","290","2024-01-02","2025-01-04","churned","annual"
"sub_cust_000808_1","cust_000808","pro","Professional Plan","99","1188","2025-07-06","","active","monthly"
"sub_cust_000809_1","cust_000809","basic","Basic Plan","29","348","2023-08-17","","active","monthly"
